Country,Subset,ShortenedQuestion,ShortName,Answer,Percentage
Spain,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Finland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,79
Finland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,14
Finland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Finland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,71
Finland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,21
Finland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,9
Finland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,78
Finland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,14
Finland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Finland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,70
Finland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,20
Finland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Finland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,82
Finland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,12
Finland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
France,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
France,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
France,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
France,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
France,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,33
France,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
France,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
France,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
France,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
France,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
France,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
France,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
France,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,58
France,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
France,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Croatia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,89
Croatia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,9
Croatia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Croatia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,85
Croatia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,11
Croatia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Croatia,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,87
Croatia,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,8
Croatia,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Croatia,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,83
Croatia,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,15
Croatia,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Croatia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,81
Croatia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,13
Croatia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Hungary,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,67
Hungary,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Hungary,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Hungary,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Hungary,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Hungary,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Hungary,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,73
Hungary,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,19
Hungary,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Hungary,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,59
Hungary,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Hungary,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Hungary,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Hungary,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Hungary,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Ireland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,71
Ireland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,25
Ireland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Ireland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,70
Ireland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,28
Ireland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Ireland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Ireland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,23
Ireland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Ireland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Ireland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,40
Ireland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,0
Ireland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Ireland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
Ireland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Italy,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,66
Italy,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Italy,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Italy,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Italy,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,34
Italy,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Italy,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Italy,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Italy,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Italy,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,55
Italy,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,39
Italy,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Italy,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Italy,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,36
Italy,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Lithuania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,69
Lithuania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,23
Lithuania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Lithuania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Lithuania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,30
Lithuania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Lithuania,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,68
Lithuania,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,25
Lithuania,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Lithuania,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,63
Lithuania,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Lithuania,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Lithuania,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,68
Lithuania,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,22
Lithuania,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,10
Luxembourg,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,51
Luxembourg,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,47
Luxembourg,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,2
Luxembourg,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,46
Luxembourg,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,42
Luxembourg,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,12
Luxembourg,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,:
Luxembourg,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,:
Luxembourg,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,:
Luxembourg,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,35
Luxembourg,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,50
Luxembourg,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,15
Luxembourg,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Luxembourg,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,24
Luxembourg,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,16
Latvia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,62
Latvia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Latvia,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Latvia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,58
Latvia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,36
Latvia,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Latvia,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Latvia,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,29
Latvia,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Latvia,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,59
Latvia,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,18
Latvia,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,23
Latvia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,59
Latvia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,24
Latvia,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,17
Malta,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,78
Malta,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,19
Malta,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Malta,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,68
Malta,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,27
Malta,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Malta,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Malta,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,22
Malta,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Malta,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,:
Malta,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,:
Malta,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,:
Malta,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,:
Malta,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,:
Malta,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,:
Netherlands,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,78
Netherlands,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,15
Netherlands,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Netherlands,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,77
Netherlands,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,16
Netherlands,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Netherlands,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Netherlands,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,19
Netherlands,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Netherlands,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Netherlands,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,16
Netherlands,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Netherlands,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,75
Netherlands,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,14
Netherlands,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Poland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,76
Poland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,22
Poland,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Poland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Poland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,35
Poland,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Poland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Poland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,25
Poland,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Poland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,60
Poland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Poland,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,8
Poland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,62
Poland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Poland,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Portugal,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,79
Portugal,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,17
Portugal,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Portugal,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,76
Portugal,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,19
Portugal,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,5
Portugal,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,80
Portugal,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,16
Portugal,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,4
Portugal,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,77
Portugal,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,17
Portugal,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,6
Portugal,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,72
Portugal,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,24
Portugal,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,3
Romania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,64
Romania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,24
Romania,Lesbian,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,12
Romania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,61
Romania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,32
Romania,Gay,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,7
Romania,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,57
Romania,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,31
Romania,Bisexualwomen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Romania,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,50
Romania,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,39
Romania,Bisexualmen,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,11
Romania,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Yes,55
Romania,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),No,27
Romania,Transgender,"Are there programs/awareness campaigns addressing gay, lesbian and bisexual discrimination?",Awareness Campaigns (LGB),Don`t know,18
